id,name,address,city,state,zip,lat,lng,region,type,sheets,sharpening,food,livebarn,wifi,parking,locker_rooms,on_site_shops,price_public_skate,price_stick_puck,price_dropin,registration_label,registration_url,website,seating_type,viewing,accessible,spectator_notes,facebook_url,instagram_url,tiktok_url,photo_url,claimed,phone,email,skate_rentals,year_round,notes
603,Nobles County Ice Arena,1515 N Clary St,Worthington,MN,56187,43.63992,-95.59641,Southern Minnesota,Indoor,1,,,,,Free,,,,,,Worthington Hockey Association,https://www.worthingtonhockey.org,https://www.worthingtonhockey.org,,,,,,,,,FALSE,,,,TRUE,Community arena serving Worthington and Nobles County.
604,North Woods School Arena,10248 Olson Rd,Cook,MN,55723,47.85312,-92.68941,North / Arrowhead,Indoor,1,,,,,Free,,,,,,North Woods Youth Hockey,https://www.northwoodshockey.com,https://www.northwoodshockey.com,,,,,,,,,FALSE,,,,TRUE,"Serves Cook, ORR, and the North Woods school community."
605,Northeast Ice Arena,1306 Central Ave NE,Minneapolis,MN,55413,45.00112,-93.24791,Twin Cities Metro,Indoor,1,,,TRUE,,Free,,,,,,Minneapolis Parks,https://www.minneapolisparks.org,https://www.minneapolisparks.org,,,,,,,,,FALSE,,,,TRUE,Community rink serving Northeast Minneapolis.
606,Northfield Ice Arena,1280 Bollenbacher Dr,Northfield,MN,55057,44.46512,-93.17841,Southern Minnesota,Indoor,1,,,,,Free,,,,,,Northfield Arena,https://www.northfieldmn.gov,https://www.northfieldmn.gov,,,,,,,,,FALSE,,,,TRUE,Single-sheet arena serving Northfield youth and high school hockey. ⚠️ PLACEHOLDER URL — website and registration_url use generic city homepage; update to facility-specific page during data-fill pass.
607,Northwoods Credit Union Arena,1102 Olympic Dr,Cloquet,MN,55720,46.72192,-92.45941,North / Iron Range,Indoor,2,,snack bar,TRUE,,Free,,,,,,Cloquet Parks & Recreation,https://www.cloquetmn.gov,https://www.cloquetmn.gov,,,,,,,,,FALSE,,,,TRUE,Two-sheet arena; home to Cloquet-Esko-Carlton Lumberjacks. ⚠️ PLACEHOLDER URL — website and registration_url use generic city homepage; update to facility-specific page during data-fill pass.
608,Nymore Arena,200 Pershing Ave SE,Bemidji,MN,56601,47.45792,-94.84211,Northwest Minnesota,Indoor,1,,,,,Free,,,,,,Bemidji Youth Hockey,https://www.bemidjihockey.org,https://www.bemidjihockey.org,,,,,,,,,FALSE,,,,TRUE,Separate older rink from the BCA First National/Sanford Health arena. Managed/linked with Bemidji Community Arena organization (BCA). Also known as Nymore Gardens.
609,Parade Ice Garden,600 Kenwood Pkwy,Minneapolis,MN,55403,44.97267,-93.28914,Twin Cities Metro,Indoor,2,,vending,TRUE,TRUE,Free,,,,,,Minneapolis Parks,https://www.minneapolisparks.org,https://www.minneapolisparks.org,,,,,,,,,FALSE,,,,TRUE,Major Minneapolis hub; adjacent to Sculpture Garden.
610,Pequot Lakes Ice Arena,30805 Olson St,Pequot Lakes,MN,56472,46.60452,-94.30911,Central Minnesota,Indoor,1,,,,,Free,,,,,,Pequot Lakes Youth Hockey,https://www.pequotlakeshockey.com,https://www.pequotlakeshockey.com,,,,,,,,,FALSE,,,,TRUE,Community arena serving the Pequot Lakes area.
611,Pine City Civic Center Ice Arena,1100 Main St S,Pine City,MN,55063,45.8287,-92.964,Twin Cities Metro,Indoor,1,,,,,,,,,,,,,https://www.ci.pinecity.mn.us,,,,,,,,,FALSE,(320) 629-2575,,,FALSE,Municipal indoor rink. Seasonal operation typically October–March. Home to Pine City Area Youth Hockey. ⚠️ PLACEHOLDER URL — links to general city site; no dedicated arena page found.
612,Plymouth Ice Center,3650 Plymouth Blvd,Plymouth,MN,55446,45.02487,-93.45541,Twin Cities Metro,Indoor,3,TRUE,snack bar,TRUE,TRUE,Free,,,,,,Plymouth Parks & Recreation,https://www.plymouthmn.gov,https://www.plymouthmn.gov,,,,,,,,,FALSE,,,,TRUE,Large three-sheet facility; hosts tournaments and high-volume youth hockey. ⚠️ PLACEHOLDER URL — website and registration_url use generic city homepage; update to facility-specific page during data-fill pass.
613,Prairie Island Arena,800 Prairie Island Blvd,Red Wing,MN,55066,44.57812,-92.60241,Southern Minnesota,Indoor,1,,,,,Free,,,,,,Red Wing Parks & Recreation,https://www.red-wing.org,https://www.red-wing.org,,,,,,,,,FALSE,,,,TRUE,Community arena serving Red Wing youth and high school hockey.
614,Princeton Ice Arena,1500 7th St N,Princeton,MN,55371,45.58092,-93.59141,Twin Cities Metro,Indoor,1,,,TRUE,,Free,,,,,,Princeton Youth Hockey,https://www.princetonyouthhockey.com,https://www.princetonyouthhockey.com,,,,,,,,,FALSE,,,,TRUE,Community arena with strong youth hockey programming.
615,Red Baron Arena & Expo,1651 Victory Dr,Marshall,MN,56258,44.45092,-95.77211,Southern Minnesota,Indoor,2,,snack bar,TRUE,TRUE,Free,,,,,,Marshall Amateur Hockey Association,https://www.marshallhockey.org,https://www.marshallhockey.org,,,,,,,,,FALSE,,,,TRUE,Modern two-sheet arena serving Marshall and surrounding communities.
616,Richfield Ice Arena,636 E 66th St,Richfield,MN,55423,44.88397,-93.26769,Twin Cities Metro,Indoor,2,,snack bar,TRUE,TRUE,Free,,,,,,Richfield Recreation,https://www.richfieldmn.gov,https://www.richfieldmn.gov,,,,,,,,,FALSE,,,,TRUE,Consistent schedules; strong community programming. ⚠️ PLACEHOLDER URL — website and registration_url use generic city homepage; update to facility-specific page during data-fill pass.
617,Ridder Arena,1815 4th St SE,Minneapolis,MN,55455,44.9776,-93.2255,Twin Cities Metro,Indoor,1,,,,,,,,,,,,,https://gophersports.com/facilities/ridder-arena/3,,,,,,,,,FALSE,(612) 624-8080,,,TRUE,Home of University of Minnesota Golden Gophers women's hockey. First arena in the U.S. built specifically for a women's college hockey program. Adjacent to 3M Arena at Mariucci. NCAA arena — not available for public skating.
618,Riverside Arena,501 2nd Ave NE,Austin,MN,55912,43.67212,-92.97211,Southern Minnesota,Indoor,1,,,TRUE,,Free,,,,,,Austin Parks & Recreation,https://www.ci.austin.mn.us,https://www.ci.austin.mn.us,,,,,,,,,FALSE,,,,TRUE,Historic single-sheet arena; home to Austin Packers hockey. ⚠️ PLACEHOLDER URL — website and registration_url use generic city homepage; update to facility-specific page during data-fill pass.
619,Rochester Rec Center,21 Elton Hills Dr NW,Rochester,MN,55901,44.04412,-92.47641,Southern Minnesota,Indoor,1,,,TRUE,TRUE,Free,,,,,,Rochester Parks & Recreation,https://www.rochestermn.gov/departments/parks-recreation/facilities/recreation-center,https://www.rochestermn.gov/departments/parks-recreation/facilities/recreation-center,,,,,,,,,FALSE,,,,TRUE,Home to Rochester John Marshall and Mayo high school hockey. Website updated to facility-specific page.
620,Rogers Activity Center,21080 141st Ave N,Rogers,MN,55374,45.20952,-93.55341,Twin Cities Metro,Indoor,1,,,TRUE,,Free,,,,,,Rogers Parks & Recreation,https://www.rogersmn.gov,https://www.rogersmn.gov,,,,,,,,,FALSE,,,,TRUE,Single-sheet arena serving Rogers youth hockey. ⚠️ PLACEHOLDER URL — website and registration_url use generic city homepage; update to facility-specific page during data-fill pass.
621,Roseau Memorial Arena,121 Center St E,Roseau,MN,56751,48.84692,-95.76041,Northwest Minnesota,Indoor,2,,,TRUE,,Free,,,,,,Roseau Youth Hockey,https://www.roseauhockey.com,https://www.roseauhockey.com,,,,,,,,,FALSE,,,,TRUE,Legendary hockey community; home of the Roseau Rams.
622,Rosemount Ice Arena,13885 S Robert Trail,Rosemount,MN,55068,44.73982,-93.12541,Twin Cities Metro,Indoor,1,,,TRUE,,Free,,,,,,Rosemount Parks & Recreation,https://www.rosemountmn.gov,https://www.rosemountmn.gov,,,,,,,,,FALSE,,,,TRUE,Single-sheet arena serving Rosemount youth and high school hockey. ⚠️ PLACEHOLDER URL — website and registration_url use generic city homepage; update to facility-specific page during data-fill pass.
623,Rukavina Arena,99 Edison Blvd,Silver Bay,MN,55614,47.29512,-91.26841,North / Arrowhead,Indoor,1,,,,,Free,,,,,,Silver Bay Blue Line Club,https://www.silverbayhockey.com,https://www.silverbayhockey.com,,,,,,,,,FALSE,,,,TRUE,Classic North Shore rink serving Silver Bay and surrounding communities.
624,Runestone Community Center,802 3rd Ave W,Alexandria,MN,56308,45.88412,-95.38211,Central Minnesota,Indoor,2,,snack bar,TRUE,,Free,,,,,,Alexandria Parks & Recreation,https://alexandriamn.city,https://alexandriamn.city,,,,,,,,,FALSE,,,,TRUE,Two-sheet arena; home to Alexandria Cardinals hockey.
625,STMA Ice Arena,5898 Lachman Ave NE,Albertville,MN,55301,45.1742,-93.6488,Twin Cities Metro,Indoor,2,,,,,,,,,,,,,https://stmaicearena.com,,,,,,,,,FALSE,(763) 497-6749,,,TRUE,"Serves St. Michael-Albertville (STMA) youth hockey community. Two full indoor sheets. Strong community programming including youth and adult hockey, figure skating."
626,Sanford Center,1111 Event Center Dr NE,Bemidji,MN,56601,47.48752,-94.85211,Northwest Minnesota,Indoor,1,,,TRUE,TRUE,Free,,,,,,City of Bemidji / Sanford Center,https://www.sanfordcenter.com,https://www.sanfordcenter.com,seats,TRUE,,"4,700-seat multipurpose arena.",,,,,FALSE,,,,TRUE,"4,700-seat multipurpose arena. Home of Bemidji State Beavers men's and women's hockey since October 2010. Also hosts concerts and community events."
627,Sartell Community Center Ice Arena,850 19th St S,Sartell,MN,56377,45.61092,-94.21391,Central Minnesota,Indoor,1,,,TRUE,,Free,,,,,,Sartell Parks & Recreation,https://www.sartellmn.com,https://www.sartellmn.com,,,,,,,,,FALSE,,,,TRUE,Single-sheet arena serving Sartell youth hockey.
628,Sauk Rapids Sports Arena,1413 3rd Ave S,Sauk Rapids,MN,56379,45.59432,-94.16451,Central Minnesota,Indoor,1,,,,,Free,,,,,,Sauk Rapids Youth Hockey,https://www.saukrapidsstorm.org,https://www.saukrapidsstorm.org,,,,,,,,,FALSE,,,,TRUE,Community arena serving Sauk Rapids youth and high school hockey.
629,Savage Sports Center,13450 Dakota Ave S,Savage,MN,55378,44.76392,-93.35441,Southern Minnesota,Indoor (Seasonal),1,,,,,Free,,,,,,Savage Parks & Recreation,https://www.cityofsavage.com,https://www.cityofsavage.com,,,,,,,,,FALSE,,,,TRUE,Turf facility that converts to seasonal ice; used for youth hockey development. ⚠️ PLACEHOLDER URL — website and registration_url use generic city homepage; update to facility-specific page during data-fill pass.
630,Schmitz-Maki Arena,114 Spruce St,Farmington,MN,55024,44.64012,-93.14341,Southern Minnesota,Indoor,1,,,TRUE,,Free,,,,,,Farmington Youth Hockey,https://www.farmingtonhockey.org,https://www.farmingtonhockey.org,,,,,,,,,FALSE,,,,TRUE,Community arena serving Farmington youth and high school hockey.
631,Shakopee Ice Arena,1255 Fuller St S,Shakopee,MN,55379,44.78241,-93.51872,Twin Cities Metro,Indoor,2,,,TRUE,,Free,,,,,,Shakopee Parks & Recreation,https://www.shakopeemn.gov,https://www.shakopeemn.gov,,,,,,,,,FALSE,,,,TRUE,Two-sheet arena; home to Shakopee Sabers hockey. ⚠️ PLACEHOLDER URL — website and registration_url use generic city homepage; update to facility-specific page during data-fill pass.
632,Shoreview Ice Arena,4580 Victoria St N,Shoreview,MN,55126,45.07682,-93.13451,Twin Cities Metro,Indoor,1,,,TRUE,,Free,,,,,,Shoreview Parks & Recreation,https://www.shoreviewmn.gov,https://www.shoreviewmn.gov,,,,,,,,,FALSE,,,,TRUE,Single-sheet arena connected to the community center. ⚠️ PLACEHOLDER URL — website and registration_url use generic city homepage; update to facility-specific page during data-fill pass.
633,St. Cloud MAC,5001 Veterans Dr,St. Cloud,MN,56303,45.56812,-94.20441,Central Minnesota,Indoor,2,,snack bar,TRUE,,Free,,,,,,St. Cloud Parks & Recreation,https://www.ci.stcloud.mn.us,https://www.ci.stcloud.mn.us,,,,,,,,,FALSE,,,,TRUE,Two-sheet arena; home to St. Cloud youth and high school hockey. ⚠️ PLACEHOLDER URL — website and registration_url use generic city homepage; update to facility-specific page during data-fill pass.
634,St. Croix Valley Recreation Center,1675 Market Dr,Stillwater,MN,55082,45.04072,-92.84251,Twin Cities Metro,Indoor,2,,,TRUE,TRUE,Free,,,,,,Stillwater Area Public Schools,https://stillwaterschools.org,https://stillwaterschools.org,,,,,,,,,FALSE,,,,TRUE,Two-sheet arena; home to Stillwater Ponies hockey.
635,St. Louis Park Rec Center (incl. ROC),3700 Monterey Dr,St. Louis Park,MN,55416,44.94063,-93.34892,Twin Cities Metro,Indoor + Outdoor-Covered,3,TRUE,snack bar,,TRUE,Free,,TRUE,,,,St. Louis Park Parks & Rec,https://www.stlouisparkmn.gov,https://www.stlouisparkmn.gov,,,,,https://www.facebook.com/slpreccenter,,,,FALSE,,,,TRUE,Two indoor sheets + covered outdoor ROC rink. Skate shop on site. Home to SLP and Benilde-St. Margaret's hockey. ROC open Oct-March. ⚠️ PLACEHOLDER URL — website and registration_url use generic city homepage; update to facility-specific page during data-fill pass.
636,St. Luke's Sports & Event Center,704 Kirkus St,Proctor,MN,55810,46.74712,-92.22511,North / Iron Range,Indoor,1,,,TRUE,,Free,,,,,,Proctor Amateur Hockey Association,https://www.stlukessportseventcenter.com,https://www.stlukessportseventcenter.com,,,,,,,,,FALSE,,,,TRUE,"⚠️ SOURCE CONFLICT — indoor/outdoor classification and sheet count unconfirmed. Facility website shows active ice schedule. Earlier source cited ""two outdoor sheets built 2008"" but facility pages do not clearly confirm this. Contact facility or check municipal records before import. Single-sheet listed pending verification."
637,TRIA Rink,400 Wabasha St N,St. Paul,MN,55102,44.94982,-93.09841,Twin Cities Metro,Indoor,1,,,TRUE,TRUE,Paid (in-building ramp),Yes,,,,,TRIA Rink,https://www.triarink.com,https://www.triarink.com,Stadium Seats,TRUE,TRUE,"5th floor of Treasure Island Center. ~1,500 seats. Cashless facility. Views of downtown St. Paul.",,,,,FALSE,,,,TRUE,Official practice facility of MN Wild and MN Frost (PWHL). Home ice for Hamline University hockey. Opened Jan 2018. Rooftop urban arena.
638,Ted O. Johnson Ice Arena,1108 8th St W,Park Rapids,MN,56470,46.92212,-95.06941,Northwest Minnesota,Indoor,1,,,,,Free,,,,,,Park Rapids Youth Hockey,https://www.prhockey.com,https://www.prhockey.com,,,,,,,,,FALSE,,,,TRUE,Community arena serving Park Rapids and surrounding areas.
639,Vadnais Sports Center,1490 County Rd E East,Vadnais Heights,MN,55110,45.05092,-93.05411,Twin Cities Metro,Indoor,2,,,TRUE,TRUE,Free,,,,,,Ramsey County Parks,https://www.ramseycounty.us,https://www.ramseycounty.us,,,,,,,,,FALSE,,,,TRUE,Two-sheet arena with year-round programming; home to multiple associations.
640,Veteran's Memorial Arena,1121 S Minnesota Ave,St. Peter,MN,56082,44.31192,-93.95841,Southern Minnesota,Indoor,1,,,,,Free,,,,,,St. Peter Youth Hockey,https://www.stpeteryouthhockey.org,https://www.stpeteryouthhockey.org,,,,,,,,,FALSE,,,,TRUE,Community arena serving St. Peter and surrounding towns.
641,Veterans Memorial Community Center Ice Arena,8055 Barbara Ave,Inver Grove Heights,MN,55077,44.82741,-93.04592,Twin Cities Metro,Indoor,1,,,TRUE,,Free,,,,,,Inver Grove Heights Parks & Recreation,https://www.ighmn.gov,https://www.ighmn.gov,,,,,,,,,FALSE,,,,TRUE,Single-sheet arena inside the Veterans Memorial Community Center. ⚠️ PLACEHOLDER URL — website and registration_url use generic city homepage; update to facility-specific page during data-fill pass.
642,Wadena Ice Arena,1000 3rd St SE,Wadena,MN,56482,46.43712,-95.12811,Central Minnesota,Indoor,1,,,,,Free,,,,,,Wadena Hockey Association,https://www.wadenahockey.com,https://www.wadenahockey.com,,,,,,,,,FALSE,,,,TRUE,Single-sheet arena serving Wadena and surrounding communities.
643,Walker Area Community Center Ice Arena,105 Tower Ave,Walker,MN,56484,47.086,-94.5875,Northwest Minnesota,Indoor,1,,,,,,,,,,,,,https://www.walkerareacommunitycenter.com,,,,,,,,,FALSE,(218) 547-1853,,,FALSE,Indoor refrigerated sheet. Seasonal operation late fall through early spring. Home to Walker Youth Hockey.
644,Warroad Gardens Arena,707 Elk St NW,Warroad,MN,56763,48.90612,-95.32341,Northwest Minnesota,Indoor,2,,snack bar,TRUE,,Free,,,,,,Warroad Youth Hockey,https://www.warroadhockey.com,https://www.warroadhockey.com,,,,,,,,,FALSE,,,,TRUE,Home of the Warriors; one of the most iconic hockey towns in America.
645,Waseca Community Arena,1001 7th St NW,Waseca,MN,56093,44.08392,-93.51241,Southern Minnesota,Indoor,1,,,,,Free,,,,,,Waseca Hockey Association,https://www.wasecahockey.com,https://www.wasecahockey.com,,,,,,,,,FALSE,,,,TRUE,Community arena serving Waseca youth and high school hockey.
646,White Bear Lake Sports Center,2160 Orchard Ln,White Bear Lake,MN,55110,45.06641,-93.01172,Twin Cities Metro,Indoor,2,,,TRUE,,Free,,,,,,White Bear Lake Parks & Recreation,https://www.whitebearlake.org,https://www.whitebearlake.org,,,,,,,,,FALSE,,,,TRUE,Two-sheet arena serving White Bear Lake youth and high school hockey.
647,Woodbury Ice Arena,4125 Radio Dr,Woodbury,MN,55129,44.92241,-92.90412,Twin Cities Metro,Indoor,2,,,TRUE,,Free,,,,,,Woodbury Parks & Recreation,https://www.woodburymn.gov,https://www.woodburymn.gov,,,,,,,,,FALSE,,,,TRUE,Two-sheet arena; home to Woodbury Area Hockey Club. ⚠️ PLACEHOLDER URL — website and registration_url use generic city homepage; update to facility-specific page during data-fill pass.
648,Affton Ice Rink,10300 Gravois Rd,Affton,MO,63123,38.54,-90.333,St. Louis Metro,Indoor,1,,,,,Free,,,,,,Affton Americans Hockey,,https://www.afftonhockey.org,,,,,,,,,FALSE,,,,TRUE,Historic St. Louis hockey venue. Home of Affton Americans. ⚠️ Phone unverified.
649,Bode Ice Arena,2507 SW Pkwy,St. Joseph,MO,64503,39.748,-94.846,Northwest Missouri,Indoor,1,,,,,Free,,,,,,St. Joseph Hockey,,https://www.stjosephmo.gov/directory.aspx?did=20,,,,,,,,,FALSE,(816) 271-5501,,,TRUE,City of St. Joseph Parks & Recreation. Part of Bode Sports Complex. Year-round refrigerated sheet. Distinct from seasonal St. Joseph Civic Arena.
650,Brentwood Ice Rink,2505 S Brentwood Blvd,Brentwood,MO,63144,38.612,-90.349,St. Louis Metro,Indoor,1,,,,,Free,,,,,,St. Louis Rockets / St. Louis Skating Club,,https://www.brentwoodmo.org/203/Ice-Rink,,,,,,,,,FALSE,(314) 963-8680,,,TRUE,"City of Brentwood municipal rink. Home of St. Louis Rockets youth hockey and St. Louis Skating Club (USFS member). Public skating, figure skating, hockey, stick & puck, training sessions."
651,Centene Community Ice Center,750 Casino Center Dr,Maryland Heights,MO,63043,38.754,-90.447,St. Louis Metro,Indoor,4,,Bar,TRUE,TRUE,Free,8,TRUE,,,,St. Louis Blues / Lindenwood University / AAA Blues,,https://www.centenecommunityicecenter.com,seats,,TRUE,,,,,,FALSE,(314) 451-2244,,TRUE,TRUE,"Opened Sept 2019. $83M public-private facility. 277,000 sq ft. Four NHL-size sheets: feature rink (2,500 seats), Blues practice rink (750 seats), Bob Plager Community Rink (400 seats, sled hockey access), and 'The Barn' covered outdoor rink (4,000-seat grandstand, converts to St. Louis Music Park concert venue in summer). Official practice facility of St. Louis Blues (NHL). Home of Lindenwood University (NCAA D1). Bauer/Pure Hockey retail, 314 Social bar, Mercy sports medicine, 101 ESPN radio studios on-site."
652,Columbia Ice Rink,1899 W Ash St,Columbia,MO,65203,38.955,-92.366,Central Missouri,Indoor,1,,,,,Free,,,,,,Columbia Hockey,,https://www.como.gov,,,,,,,,,FALSE,,,,FALSE,City of Columbia facility. Permanent facility with seasonal schedule. ⚠️ Phone unverified.
653,Creve Coeur Ice Arena,11400 Olde Cabin Rd,Creve Coeur,MO,63141,38.673,-90.444,St. Louis Metro,Indoor,1,,,,,Free,,,,,,Creve Coeur Hockey,,https://www.crevecoeurmo.gov/131/Creve-Coeur-Ice-Arena,,,,,,,,,FALSE,,,,TRUE,City of Creve Coeur municipal rink. ⚠️ Phone unverified.
654,Fenton Forum,1771 Gilsinn Ln,Fenton,MO,63026,38.513,-90.444,St. Louis Metro,Indoor,1,,,,,Free,,,,,,Fenton Hockey,,https://www.fentonmo.org,,,,,,,,,FALSE,(636) 349-7860,,,TRUE,City of Fenton permanent indoor rink. Full hockey programming. Note: 52 Gravois Rd is the Fenton Community Center — incorrect address used in some directories.
655,Independence Community Ice,19100 E Valley View Pkwy,Independence,MO,64055,39.043,-94.368,Kansas City Metro,Indoor,1,,,TRUE,,Free,,,,,,Independence Hockey,,https://www.independencecommunityice.com,,,TRUE,,,,,,FALSE,(816) 442-6128,,TRUE,TRUE,"Opened 2009 as Centerpoint Community Ice Rink. Part of Independence Events Center campus. LiveBarn venue. Year-round: public skating, youth and adult hockey, figure skating, broomball, stick & puck. ⚠️ CSV listed website as independenceice.com — corrected to independencecommunityice.com."
656,Jordan Valley Ice Park,635 E Trafficway St,Springfield,MO,65806,37.209,-93.285,Southwest Missouri,Indoor,2,,concessions,,,Free,,,,,,MSU Bears Club Hockey,,https://www.parkboard.org,,,,,,,,,FALSE,,,,TRUE,Two-sheet arena. Springfield-Greene County Park Board. Home of Missouri State University club hockey. ⚠️ Phone unverified.
657,Kirkwood Ice Arena,111 S Geyer Rd,Kirkwood,MO,63122,38.578,-90.409,St. Louis Metro,Indoor,1,,,,,Free,,,,,,Kirkwood Youth Hockey,,https://www.kirkwoodmo.org,,,,,,,,,FALSE,(314) 822-5825,,,TRUE,City of Kirkwood municipal rink. Strong youth hockey programming. ⚠️ Phone unverified.
658,Line Creek Ice Arena,5940 NW Waukomis Dr,Kansas City,MO,64151,39.2044,-94.606,Kansas City Metro,Indoor,1,,concessions,TRUE,,Free,,,8,,,KC Fighting Saints Youth Hockey,,https://kcparks.org/places/line-creek,,,TRUE,,,,,,FALSE,(816) 513-0760,,TRUE,TRUE,"KC Parks & Recreation. 34,000 sq ft community center with indoor ice. Located in Frank Vaydik Park. Year-round. LiveBarn venue. Home of Line Creek Figure Skating Club and KC Fighting Saints Youth Hockey. $8 admission, $3 skate rental."
659,Maryville University Hockey Center,18383 Chesterfield Airport Rd,Chesterfield,MO,63005,38.664,-90.624,St. Louis Metro,Indoor,2,,,,,Free,,,,,,Maryville University Hockey (ACHA),,https://maryvilleuhockeycenter.com,,,,,,,,,FALSE,,,,TRUE,Two-sheet facility. Home of Maryville University ACHA hockey programs. ⚠️ Phone unverified.
660,St. Peters Rec-Plex Ice Arena,5200 Mexico Rd,St. Peters,MO,63376,38.787,-90.606,St. Louis Metro,Indoor,3,,concessions,,,Free,,,,,,St. Peters Youth Hockey,,https://www.stpetersmo.net,,,TRUE,,,,,,FALSE,,,,TRUE,Three-sheet complex. Major youth hockey site. City of St. Peters facility. ⚠️ Phone unverified.
661,Washington Park Ice Arena,711 Kansas St,Jefferson City,MO,65109,38.576,-92.191,Central Missouri,Indoor,1,,,,,Free,,,,,,Jefferson City Hockey,,https://www.jeffersoncitymo.gov,,,,,,,,,FALSE,(573) 634-6580,,,TRUE,Only indoor rink in mid-Missouri. City of Jefferson City facility. ⚠️ Phone unverified.
662,Webster Groves Ice Arena,33 E Glendale Rd,Webster Groves,MO,63119,38.589,-90.357,St. Louis Metro,Indoor,1,,,,,Free,,,,,,Webster Groves Hockey,,https://www.webstergrovesmo.gov,,,,,,,,,FALSE,,,,TRUE,City of Webster Groves municipal rink. ⚠️ Phone unverified.
663,Mid-South Ice House,10705 Ridgeway Industrial Dr,Olive Branch,MS,38654,34.9615,-89.782,North Mississippi,Indoor,1,,concessions,,,Free,,,,,,Mid-South Youth Hockey,,https://midsouthicehouse.com,,,TRUE,,,,,,FALSE,(901) 881-8544,,TRUE,TRUE,"Only permanent indoor ice rink in Mississippi and the only NHL-regulation year-round rink in the Greater Memphis Metropolitan Area. Serves TN, MS, and AR. Public skating, youth and adult hockey, figure skating, curling, learn-to-skate. BBB accredited since 2012."
664,Butte Community Ice Center,1700 Wall St,Butte,MT,59701,46.004,-112.52,Southwest Montana,Indoor,1,,,,,Free,,,,,,Copper City Kings,,https://www.buttehockey.org,,,,,,,,,FALSE,,,,TRUE,Home of Copper City Kings. ⚠️ Phone unverified.
665,Centennial Ice Arena,427 Bench Blvd,Billings,MT,59105,45.829,-108.477,South Central Montana,Indoor,1,,concessions,,,Free,,TRUE,,,,Billings Amateur Hockey Association,,https://www.billingshockey.com,,,,,,,,,FALSE,(406) 256-1192,,TRUE,TRUE,"Located at Montana State University Billings. Full-service rink: hockey, figure skating, open skating, lessons. Skate and stick/puck rentals."
666,Gallatin Ice (Haynes Pavilion & Ressler Motors Ice Rink),901 N Black Ave,Bozeman,MT,59715,45.688,-111.037,Southwest Montana,Indoor,2,,concessions,,,Free,,,,,,Bozeman Icedogs / MSU Bobcat Hockey,,https://gallatinice.org,,,,,,,,,FALSE,(406) 586-5557,,TRUE,FALSE,"Two sheets at Gallatin County Fairgrounds managed by BAHA (Bozeman Amateur Hockey Association): Haynes Pavilion (Bottcher Memorial Ice Rink) + Ressler Motors Ice Rink (The Ice Barn). Seasonal: Oct–Apr. Hockey, figure skating, curling, learn-to-skate. Home of Bozeman Icedogs Junior A, MSU Bobcat Hockey Club, Senior A Stingers. CSV listed as two separate entries — merged into one 2-sheet record."
667,Glacier Ice Rink,1101 South Ave W,Missoula,MT,59801,46.855,-114.018,Western Montana,Indoor,1,,concessions,,,Free,,TRUE,,,,Missoula Jr. Bruins (NA3HL),,https://www.glaciericerink.com,,,,,,,,,FALSE,(406) 728-0316,,TRUE,TRUE,"Located at Missoula County Fairgrounds. One enclosed indoor sheet + one open-air outdoor sheet. Indoor sheet is year-round. Home of Missoula Jr. Bruins (NA3HL). Figure skating, pick-up hockey. On-site skate shop. Weekday $6 / Weekend $7 admission. ⚠️ CSV listed as 2 sheets — corrected to 1 indoor sheet (the second is open-air outdoor, not enclosed)."
668,Great Falls Ice Plex,4001 29th St SW,Great Falls,MT,59404,47.482,-111.339,North Central Montana,Indoor,1,,,,,Free,,,,,,Great Falls Americans (NA3HL),,https://www.gficeplex.org,,,,,,,,,FALSE,,,,TRUE,"Renovated facility. Home of Great Falls Americans (NA3HL). Youth, women's, and adult hockey programs. ⚠️ Phone unverified."
669,Havre Ice Dome,2330 5th Ave,Havre,MT,59501,48.545,-109.676,North Central Montana,Indoor,1,,,,,Free,,,,,,Blue Pony Hockey Association,,https://www.havrehockey.com,,,,,,,,,FALSE,,,,FALSE,Seasonal (Oct–Apr). Home of Blue Pony Hockey Association. Public skating and curling club. ⚠️ Phone unverified.
670,Helena Ice Arena,400 Lola St,Helena,MT,59601,46.603,-112.02,West Central Montana,Indoor,1,,,,,Free,,,,,,Helena Bighorns (NA3HL),,https://www.helenabighorns.com,,,,,,,,,FALSE,(406) 457-2817,,,TRUE,Home of Helena Bighorns (NA3HL Tier III). Full hockey programming.
671,Stumptown Ice Den,1700 Dogwood Ave,Whitefish,MT,59937,48.42,-114.345,Northwest Montana,Indoor,1,,concessions,,,Free,,,7,,,Whitefish Glacier Hockey Association,,https://www.stumptowniceden.org,,,,,,,,,FALSE,,,TRUE,TRUE,"Only Montana rink open 12 months year-round. Public skating $7/day, rentals $3, children 5 & under free. Youth hockey, adult hockey, figure skating, annual figure skating show. Party room rentals. Home of Whitefish Glacier Hockey Association."
672,Woodland Ice Center,1212 N Meridian Rd,Kalispell,MT,59901,48.21,-114.316,Northwest Montana,Indoor,1,,,,,Free,,,,,,Flathead Valley Hockey Association,,https://www.glacierhockey.org,,,,,,,,,FALSE,,,,FALSE,"Nonprofit run by Flathead Valley Hockey Association. Seasonal (Oct–Apr). Open skate, toddler skate, lessons, stick & puck, hockey leagues. $7 adults / $6 youth open skate. Rentals free for children, $3 adults."
